player_name,micro_position_group
Gaëtan Poussin,GK
Fer Niño,ST
Aaron Lennon,W
Luan Peres,CB
Tomás Pina,CM
Roberto Soldado,ST
Gerson,CM
Andrea Masiello,CB
Daniel Wass,CM
Marçal,FB
Raphael Framberger,FB
Ryan Fraser,W
Jetro Willems,CB
Salva Ferrer,FB
Havard Nielsen,ST
Andrea Schiavone,CDM
Gui Ramos,CB
Burak Yilmaz,ST
Son,FB
Sebastian Andersson,ST
Louis Schaub,CM
Jeremy Dudziak,FB
Okay Yokuşlu,CDM
Manuel Lanzini,CAM
Ben Foster,GK
Jens Jønsson,CDM
Etienne Green,GK
Jens Stryger,FB
Jessy Moulin,GK
Zinho Vanheusden,CB
Bebé,W
Konrad de la Fuente,W
Nick Viergever,CB
Marvin Zeegelaar,FB
Álex Cantero,W
Varazdat Haroyan,CB
Manuel Prietl,CDM
Sebastian Griesbeck,CB
Fábio,FB
Lorenzo Insigne,W
Edgar Méndez,W
Luuk de Jong,ST
Lucas Moura,W
Fabian Kunze,CDM
Mert Müldür,FB
Sebastian Vasiliadis,CM
Joel Obi,CM
Sergio Postigo,CB
Stuart Dallas,FB
Mateusz Klich,CDM
Loren Morón,ST
Teemu Pukki,ST
Dani Alves,FB
Mohamed Elneny,CDM
Tomás Alarcón,CDM
Tim Krul,GK
Zaydou Youssouf,CM
Javi Martínez,CAM
Luis Binks,CB
Ryad Boudebouz,CAM
Juraj Kucka,CM
Marcel Lotka,GK
Patrick Herrmann,W
Antonio Barragán,FB
Julian Green,CM
Mato Jajalo,CDM
Néstor Araújo,CB
James Tomkins,CB
Marc Albrighton,CM
Matt Ritchie,CM
Fabian Klos,ST
Bryan Lasme,ST
Alfred Gomis,GK
Lucas Torreira,CDM
Florian Krüger,ST
Karim Bellarabi,W
Nathan Redmond,W
Alessio Cragno,GK
Thomas Delaney,CM
Filippo Melegoni,CM
Adrian Grbic,ST
Rafinha,CAM
Diadié Samassékou,CDM
Ricardo Mangas,FB
Javairô Dilrosun,W
Stefano Sturaro,CM
Ben Gibson,CB
Reece Oxford,CB
David Strelec,ST
Jack Butland,GK
Sergiño Dest,FB
Nemanja Radoja,CDM
Dalbert,FB
Martín Aguirregabiria,FB
Landry Dimata,ST
Max Kruse,ST
Kevin-Prince Boateng,CAM
Timothy Tillman,CM
Jeroen Zoet,GK
Rey Manaj,ST
Masaya Okugawa,W
Sergio Romero,GK
Jason Berthomier,CAM
Mexer,CB
Andreas Voglsammer,ST
Mamadou Loum,CDM
Levin Öztunali,CM
Ludwig Augustinsson,FB
Marius Funk,GK
Edo Kayembe,CM
Ashley Westwood,CDM
Leo Stulac,CDM
Sascha Burchert,GK
Naby Keïta,CM
Alberto Soro,W
Thomas Monconduit,CDM
Stéphane Bahoken,ST
Branimir Hrgota,ST
Tyler Roberts,ST
Luca Itter,FB
Walter Benítez,GK
Eliaquim Mangala,CB
Yannick Cahuzac,CDM
Sasa Kalajdzic,ST
Hélder Costa,W
Keidi Bare,CM
Toni Moya,CM
Myziane Maolida,W
Habib Maïga,CDM
Enock Mwepu,CM
Paco Alcácer,ST
Óscar Duarte,CB
Iván Marcone,CDM
Stefan Radu,FB
Marcelo,FB
Dimitry Bertaud,GK
Janni Serra,ST
Dickson Abiama,ST
Mads Bech Sørensen,CB
Giorgio Chiellini,CB
Mario Suárez,CB
Kenny McLean,CM
Vincent Pajot,CDM
Tristan Dingomé,CM
Petko Hristov,CB
Abdel Medioub,CB
Craig Cathcart,CB
Vicente Iborra,CDM
Wuilker Fariñez,GK
Milot Rashica,W
Miguel Trauco,FB
Vid Belec,GK
Manolo Reina,GK
Moreto Cassamá,CM
Ouparine Djoco,GK
Njegos Petrovic,CDM
Anthony Mandréa,GK
Enock Kwateng,FB
Jonathan Schmid,FB
Danylo Ignatenko,CM
Allan,CDM
Arturo Vidal,CM
Vladimír Darida,CM
Linus Gechter,CB
Ángel Montoro,CM
Jeremiah St. Juste,CB
Josip Ilicic,CAM
Timothy Chandler,FB
Luca Fiordilino,CDM
Mohamed Fares,FB
Paweł Jaroszyński,FB
Jesús Corona,W
Amadou Salif Mbengue,CB
Franco Russo,CB
Arthur Masuaku,FB
Eden Hazard,W
Nathan de Medina,CB
Charles Aránguiz,CM
Wylan Cyprien,CM
Christian Benteke,ST
Steven Bergwijn,W
Domenico Criscito,FB
Daniel Caligiuri,W
Przemyslaw Placheta,W
Danny Rose,FB
Enric Franquesa,FB
Augusto Solari,CM
Tobias Raschl,CM
Nikola Maksimović,CB
Ignacio Pussetto,ST
Luca Zidane,GK
Salva Sevilla,CM
Kelvin Yeboah,ST
Karol Fila,FB
David Ospina,GK
Mario Gaspar,FB
Kasper Dolberg,ST
Oualid El Hajjam,FB
Jeremy Ngakia,FB
Róber Pier,CB
Michael Svoboda,CB
Álvaro Odriozola,FB
Alberth Elis,W
Fabian Delph,CM
Niki Mäenpää,GK
Germán Sánchez,CB
Ximo Navarro,FB
Guido Carrillo,ST
Joe Gelhardt,ST
Ambroise Oyongo,FB
Jacob Barrett Laursen,FB
Kalifa Coulibaly,ST
Herbert Bockhorn,FB
Thiago Galhardo,ST
Manu García,CAM
Kiko Casilla,GK
Paul Pogba,CM
Jason Denayer,CB
Erik Pieters,CB
Nicolas de Préville,ST
Jacob Lungi Sørensen,CDM
Mitchell Dijks,FB
Jean-Louis Leca,GK
Paul Nardi,GK
Danijel Petkovic,GK
Víctor Díaz,FB
Harold Moukoudi,CB
Gerard Piqué,CB
Stefan Strandberg,CB
Héctor Herrera,CM
Grant Hanley,CB
Adam Forshaw,CM
Jean-Claude Billong,CB
Dylan Chambost,CM
Brandon Williams,FB
Simon Asta,FB
Peter Pekarík,FB
Ajdin Hrustic,CM
Daniel Bachmann,GK
Jorge Molina,ST
Jean Lucas,CM
Jason Remeseiro,W
Jérôme Boateng,CB
Ángel Rodríguez,ST
Gastón Pereiro,CAM
Max Christiansen,CDM
Shane Duffy,CB
Carlos Bacca,ST
Josh Sargent,ST
Shkodran Mustafi,CB
Dedryck Boyata,CB
William Troost-Ekong,CB
Charles Traoré,FB
Emanuel Vignato,W
Manolo Portanova,CM
Sofian Kiyine,CM
Fernandinho,CDM
Kieran Dowell,CAM
Gaël Kakuta,CAM
Doğan Alemdar,GK
Diego Demme,CDM
Eduard Löwen,CM
Ui-jo Hwang,CAM
Lucas Alario,ST
Nikola Maras,CB
Rúben Vezo,CB
Mathias Normann,CDM
Gelson Martins,W
Alessandro Schöpf,CM
Romain Thomas,CB
Jean-Armel Kana-Biyik,CB
Adam Idah,ST
Renato Steffen,W
Samir Caetano,CB
Cote,FB
Jacopo Sala,CM
Damien Da Silva,CB
Gabriel Silva,FB
Santi Mina,ST
Marco Meyerhöfer,FB
Ken Sema,FB
Víctor Laguardia,CB
Mark Uth,ST
Salvatore Sirigu,GK
Sérgio Oliveira,CM
Riccardo Fiamozzi,FB
Matthieu Dreyer,GK
Juan Cala,CB
Márton Dárdai,CB
Cédric Soares,FB
Bosko Sutalo,CB
Roberto Massimo,W
Andreas Linde,GK
Fransérgio,CM
Adil Aouchiche,CAM
Paul Akouokou,CDM
Frédéric Veseli,FB
Lorenzo Tonelli,CB
Nils Petersen,ST
Lukas Rupp,CM
André Hahn,W
Jamie Shackleton,CM
Bastian Oczipka,FB
Davide Biraschi,CB
Mattia Aramu,CAM
Paulinho,ST
Salvi Sánchez,W
Matt Miazga,CB
Cedric Itten,ST
Roli Pereira de Sa,CAM
Angus Gunn,GK
Denis Cheryshev,W
Andrés Andrade,CB
Enis Bardhi,CAM
Vincent Manceau,CB
Pere Pons,CDM
Farid Boulaya,CAM
Giulian Biancone,CB
Riccardo Gagliolo,CB
Dennis Johnsen,W
Ciaran Clark,CB
Arnaud Souquet,FB
Ales Mateju,FB
Oussama Idrissi,W
Jordan Amavi,FB
Janis Antiste,ST
Rubén Rochina,W
Jack Cork,CDM
Ishak Belfodil,ST
Esteban Saveljich,CB
Pierre-Yves Hamel,ST
Anderson Lucoqui,FB
Jérémy Morel,CB
Pietro Ceccaroni,CB
Wajdi Kechrida,FB
Nico Schulz,FB
Romain Saïss,CB
Nolito,W
Morgan Schneiderlin,CDM
Vital Nsimba,FB
Opa Nguette,W
Mickaël Malsa,CDM
Ibrahim Amadou,CDM
Marc-Aurèle Caillard,GK
Calvin Stengs,CAM
Tom Cleverley,CM
Dor Peretz,CM
Sam Byram,FB
Martin Hinteregger,CB
Fabien Lemoine,CDM
Mateo Klimowicz,CAM
Maxwel Cornet,W
Isaac Hayden,CDM
Léo Dubois,FB
Denis Bouanga,W
Milos Pantovic,CAM
Quentin Boisgard,CAM
Sergio Rico,GK
Francisco Trincão,CAM
Dries Mertens,ST
Osman Bukari,W
Stian Gregersen,CB
Jorge Miramón,FB
Andreas Luthe,GK
David Zima,CB
Abdou Diallo,CB
Dele Alli,CAM
Sikou Niakaté,CB
Martín Montoya,FB
Hianga'a Mbock,CM
Martín Cáceres,CB
James McArthur,CM
Lucas Leiva,CDM
Mauro Icardi,ST
Tom Lacoux,CDM
Francesco Di Tacchio,CDM
Cristian Ansaldi,FB
Matheus Thuler,CB
Nathanaël Mbuku,W
Matthew Lowton,FB
Antonio Junior Vacca,CDM
Federico Fernández,CB
Carlos Akapo,FB
Javier Pastore,CAM
Quini,FB
Yoann Touzghar,ST
Julian Draxler,W
Luca Ceppitelli,CB
Calum Chambers,CB
Ricardo Pereira,FB
Thomas Strakosha,GK
Thorgan Hazard,CAM
Dani Gómez,ST
Jens Petter Hauge,W
Cristian Molinaro,FB
Joakim Nilsson,CB
Domen Crnigoj,CM
Sime Vrsaljko,FB
Alberto Perea,W
Steven Nzonzi,CDM
Havard Nordtveit,CB
Samuel Kalu,W
Charles Abi,ST
Radja Nainggolan,CM
Konstantinos Manolas,CB
Ngonda Muzinga,FB
Gaëtan Paquiez,FB
Artur Ioniță,CM
Matthew Hoppe,ST
Steven Zuber,W
Yuya Osako,ST
Ramiro Funes Mori,CB
Mehdi Abeid,CM
Rhian Brewster,ST
Can Bozdogan,CM
Toby Alderweireld,CB
Ryan Bertrand,FB
Takashi Inui,W
Kyle Bartley,CB
Jorge Pulido,CB
Kevin Long,CB
Andrea Conti,FB
Mamadou Fofana,CB
Romaine Sawyers,CAM
Idrissa Doumbia,CDM
Stefan Ilsanker,CDM
Enric Gallego,ST
Benito Raman,ST
Lionel Carole,FB
Simone Zaza,ST
Paul Baysse,CB
Pape Diop,CDM
Ahmed Elmohamady,FB
Loris Benito,CB
Aaron Connolly,ST
Christian Fuchs,FB
Sofiane Alakouch,FB
Anthony Racioppi,GK
Amin Younes,W
John Egan,CB
Ahmad Benali,CM
Ömer Toprak,CB
Léo Sena,CDM
Gareth Bale,W
Luiz Araújo,W
Jonathan Panzo,CB
Hal Robson-Kanu,ST
Admir Mehmedi,ST
Klaas-Jan Huntelaar,ST
Lamine Fomba,CDM
Rodrigo Palacio,ST
Ádám Szalai,ST
Daniel Fuzato,GK
Petar Musa,ST
Gastón Ramírez,CAM
Gianluca Frabotta,FB
Goran Pandev,ST
Luca Marrone,CB
Toño García,FB
Mathew Leckie,W
Miralem Pjanić,CM
Daniel Brosinski,FB
Kévin Monnet-Paquet,W
Juan Mata,CAM
Pedro Mosquera,CM
Mateo Pavlovic,CB
Felipe Caicedo,ST
Andrea Rispoli,FB
Salif Sané,CB
Valentin Eysseric,CAM
Míchel Herrero,CM
Vincent Laurini,FB
Layvin Kurzawa,FB
Sergio Córdova,ST
Andrea Ranocchia,CB
Roberto,GK
Nacho Martínez,FB
Diego Lainez,W
Perparim Hetemaj,CM
Robbie Brady,CM
Patrick Burner,FB
Nathaniel Phillips,CB
Kieran Gibbs,FB
Giuseppe Cuomo,CB
Alexandru Dobre,W
Branislav Ivanovic,FB
Nikola Kalinic,ST
Pape Abou Cissé,CB
Moussa Koné,ST
Kevin Möhwald,CM
Gastón Brugman,CDM
Bruno Alves,CB
Pedro Mendes,CB
Kilian Ludewig,FB
Yordan Osorio,CB
Mehdi Chahiri,W
Fernando Forestieri,ST
Reinhold Yabo,CM
Marco John,FB
Erik Durm,FB
Phil Jagielka,CB
Sergio Álvarez,CM
James McCarthy,CM
Paulo Oliveira,CB
Raúl Carnero,FB
Amadou Diawara,CDM
Samuel Di Carmine,ST
Fernando Llorente,ST
Mounir Chouiar,W
Pablo Hervías,W
Jon Morcillo,W
Josh Maja,ST
Tachi,CDM
David McGoldrick,ST
Valon Berisha,CM
Vágner Dias,W
Robson Bambu,CB
Darnell Furlong,FB
Stefano Okaka,ST
Majeed Waris,ST
Conor Townsend,FB
Scott Dann,CB
Gaëtan Charbonnier,ST
Robin Olsen,GK
Florian Miguel,FB
Eddie Salcedo,ST
Bruno Peres,FB
Jeff Hendrick,CM
Bryan Dabo,CM
Jamal Lewis,FB
Nassim Boujellab,CM
Jonathan Delaplace,CM
Miha Zajc,CM
Recio,CM
Nikola Vukcevic,CDM
Mehdi Zerkane,W
Simon Banza,ST
Wesley Lautoa,CB
John Lundstram,CDM
Antonin Bobichon,CM
Yassine Benrahou,CAM
Jon Ander Garrido,MID
David Timor,CDM
Laurent Koscielny,CB
Cristian Zapata,CB
Niccolò Zanellato,CM
Darío Benedetto,ST
Sava-Arangel Cestic,CB
Kamil Glik,CB
Roberto Inglese,ST
Jake Livermore,CDM
Gaetano Letizia,FB
Emmanuel Rivière,ST
Jaime Seoane,CM
Filip Malbasic,W
Daam Foulon,FB
Pierre Kunde,CM
Joaquín,W
Fede Vico,CAM
Riccardo Improta,W
David Luiz,CB
Esteban Burgos,CB
Senad Lulic,CM
Facundo Roncaglia,CB
Salvatore Molina,CM
Loïck Landre,CB
Ismaël Boura,FB
Jairo Izquierdo,FB
Deyovaisio Zeefuik,FB
Jean Manuel Mbom,CM
Jorge Pombo,CAM
Pape Cheikh,CM
Federico Barba,CB
Bruno Ecuele Manga,CB
Alex Cordaz,GK
Noah Katterbach,FB
Gervinho,W
Lukas Lerager,CDM
Fabián Orellana,W
José Fontán,CB
Bingourou Kamara,GK
Matt Phillips,W
Eiji Kawashima,GK
Nicolas N'Koulou,CB
Theodor Gebre Selassie,FB
Claudio Terzi,CB
Luca Cigarini,CDM
Vladimir Golemic,CB
Jota,W
Álex Blanco,W
Paul Dummett,CB
Pablo Insua,CB
Steven Alzate,CM
Joel Pohjanpalo,ST
Andrés Cubas,CDM
Damien Le Tallec,CDM
Senou Coulibaly,CB
Gylfi Sigurdsson,CAM
Hannes Wolf,W
Mark Noble,CM
Simone Iacoponi,CB
Jota Peleteiro,W
Clément Michelin,FB
Marko Rog,CM
Alfred Finnbogason,ST
Victorien Angban,CM
Moussa Doumbia,W
Jean Michaël Seri,CDM
Michy Batshuayi,ST
Kaj Sierhuis,ST
Miguel Atienza,CM
Hilton,CB
Kévin Denkey,ST
Julien Faussurier,FB
Karlan Grant,ST
Jérôme Hergault,FB
Marwin Hitz,GK
Aïmen Moueffek,CM
Roman Bürki,GK
Aleksandar Dragovic,CB
Callum Robinson,ST
Dario Maresic,CB
Coke,FB
David Ferreiro,W
Lennart Czyborra,CM
Erick Cabaco,CB
Álvaro González,CB
Anwar El Ghazi,W
Sven Bender,CDM
Haris Duljevic,W
Javi Ontiveros,W
Lars Bender,CDM
Yuto Nagatomo,FB
Jhon Córdoba,ST
Yan Eteki,CDM
Mike van der Hoorn,CB
Graziano Pellè,ST
Bruno González,CB
Marcel Hartel,CM
Jimmy Briand,ST
David Abraham,CB
Naomichi Ueda,CB
Hatem Ben Arfa,CAM
Gastón Silva,FB
Anthony Briançon,CB
Frédéric Sammaritano,CAM
Daniel Didavi,CAM
Tobias Strobl,CDM
Christian Gentner,CM
Billy Sharp,ST
Aboubakar Kamara,ST
Baptiste Reynet,GK
Martín Merquelanz,W
Gonzalo Castro,CM
Aaron Leya Iseka,ST
Andrés Fernández,GK
Oscar Wendt,FB
Moussa Konaté,ST
James Rodríguez,CAM
Luca Vignali,FB
Cesc Fàbregas,CM
Lamine Koné,CB
Joe Bryan,FB
Fabián Balbuena,CB
Lucas Deaux,CDM
Dwight Gayle,ST
Jonathan Calleri,ST
Niklas Moisander,CB
Gianluigi Buffon,GK
Ander Capa,FB
Lukas Klünter,FB
Xherdan Shaqiri,CAM
Rafa Soares,FB
Rhys Williams,CB
Emiliano Rigoni,W
Kenedy,W
Matteo Ricci,CDM
Rubén Blanco,GK
Aníbal Chalá,FB
Roberto Insigne,W
Nolan Roux,ST
Christian Gebauer,W
Steven Fortes,CB
Lamine Gueye,W
Sidnei,CB
Saturnin Allagbé,GK
Gary Cahill,CB
Sebastien De Maio,CB
Nuke Mfulu,CDM
Mathieu Debuchy,CB
Andreas Cornelius,ST
Adrien Silva,CM
Jasmin Kurtic,CM
Milos Vulic,CM
Mattéo Ahlinvi,CM
Corentin Jean,ST
Florian Hübner,CB
Mbaye Diagne,ST
Ebrima Colley,W
Pasquale Schiattarella,CDM
Enda Stevens,FB
Kévin Rodrigues,FB
Iñigo Pérez,CM
Mikel Rico,CM
Pedro León,W
Ragnar Klavan,CB
Cedric Teuchert,ST
Robin Quaison,ST
Ibrahima Mbaye,FB
Anaitz Arbilla,CB
Xabi Etxeita,CB
Thierry Ambrose,ST
John Boye,CB
Didier Ndong,CM
Sergio Agüero,ST
Sergi Enrich,ST
Pedro Alcalá,CB
Bas Dost,ST
Roger Assalé,ST
Kasim Adams,CB
Alireza Jahanbakhsh,W
Filip Krovinovic,CDM
Kean Bryan,CB
Daley Sinkgraven,FB
Patrick van Aanholt,FB
Mijat Gacinovic,CAM
Marco Sau,ST
Eduardo Henrique,CDM
Erick Pulgar,CDM
Fouad Chafik,FB
Miguel Baeza,CAM
Dimitrios Siovas,CB
Jacopo Petriccione,CDM
Valon Behrami,CDM
Chris Basham,CB
Antonio Mirante,GK
Sven Schipplock,ST
Pedro López,FB
Josema,CB
Daniel Congré,CB
Rober Correa,FB
Romain Philippoteaux,CM
Mariano Díaz,ST
Niclas Eliasson,CM
Manu Vallejo,ST
Wesley Hoedt,CB
José Mari,CDM
Matheus Pereira,CAM
Jesús Vallejo,CB
Semi Ajayi,CB
Robert Snodgrass,W
Dani Escriche,ST
Jaume Doménech,GK
Diego Godín,CB
Wendell,FB
Angelo da Costa,GK
Marco Parolo,CM
Jony,W
Chema Rodríguez,CB
Kelyan Guessoum,CB
Yoshinori Muto,ST
Jordan Marié,CM
Bersant Celina,CAM
Davide Santon,FB
Hiroki Sakai,FB
Marcos Mauro,CB
Rubén Yáñez,GK
Deyverson,ST
Jannes Horn,FB
Kortney Hause,CB
Zinedine Ferhat,W
John Fleck,CM
Rune Jarstein,GK
Trezeguet,W
Jaïro Riedewald,CDM
Soufiane Chakla,CB
Dereck Kutesa,W
Diego Farias,W
Romain Salin,GK
Rafael Czichos,CB
Joel Robles,GK
Lago Júnior,W
Philipp Bargfrede,CDM
Uwe Hünemeier,CB
Bongani Zungu,CM
Antonio Barreca,FB
Francesco Vicari,CB
Efthymios Koulouris,ST
Jaromir Zmrhal,CM
Anastasios Donis,W
Birger Verstraete,CDM
Rober Ibáñez,W
Nicolás Otamendi,CB
Diego Laxalt,FB
Chadrac Akolo,ST
Nikolas Spalek,W
Haitam Aleesami,CB
Jack Stacey,FB
Pione Sisto,W
Diego Perotti,W
Mirko Valdifiori,CDM
Iñigo Córdoba,W
Kai Pröger,W
Loïc Perrin,CB
Florian Kastenmeier,GK
Andre Hoffmann,CB
Jamilu Collins,FB
Zack Steffen,GK
Marko Grujić,CDM
DeAndre Yedlin,FB
Stoppila Sunzu,CB
Javi Moyano,FB
Lukasz Piszczek,FB
Matteo Scozzarella,CDM
Benjamin Hübner,CB
Marco Höger,CDM
Federico Peluso,FB
Kévin Zohi,W
Jemerson,CB
Hidde ter Avest,FB
Chang-hoon Kwon,W
Julio Tavarès,ST
Yunus Mallı,CAM
Filippo Romagna,CB
Miguel Ángel Moyá,GK
Moritz Leitner,CM
Gabriel Fernández,ST
Marco Mancosu,CAM
Víctor Camarasa,CM
Jhon Chancellor,CB
Sebastian Schonlau,CB
Kiko Olivas,CB
Dawid Kownacki,ST
Vedad Ibisevic,ST
Mariusz Stępiński,ST
Jack O'Connell,CB
Youssef Aït Bennasser,CDM
Fabrizio Cacciatore,FB
Tin Jedvaj,CB
Adam Bodzek,CDM
Ermin Bicakcic,CB
Vukasin Jovanovic,CB
Rúnar Alex Rúnarsson,GK
Michael Lang,FB
Lucas Biglia,CDM
Rubén Martínez,GK
Jhonder Cádiz,ST
Danilo Barbosa,CDM
Xavi Quintillà,FB
Arnaud Lusamba,CM
Iván Cuéllar,GK
Steven Moreira,FB
Rodri Tarín,CB
Pablo Zabaleta,FB
Federico Mattiello,FB
Gelson Fernandes,CDM
Max Gradel,W
Matthias Zimmermann,FB
Toni Leistner,CB
Lewis Baker,CM
Mattia Sprocati,W
Nehuén Paz,CB
Christophe Jallet,FB
Fedor Smolov,ST
Andrea Papetti,CB
Bastos,CB
Stephan Lichtsteiner,FB
Emanuele Ndoj,CM
Francesco Magnanelli,CDM
Junior Stanislas,W
Dale Stephens,CM
Alessandro Murgia,CM
Rachid Alioui,ST
Björn Engels,CB
Jérémy Gélin,CDM
Alexandre Mendy,ST
Mohamed Dräger,FB
Roberto Rosales,FB
Víctor Gómez,FB
Lys Mousset,ST
Giulio Donati,FB
Marko Pajac,FB
Jonathan Silva,FB
Renaud Cohade,CM
Guido Burgstaller,ST
Sami Khedira,CM
Sebastián Cristóforo,CM
Per Ciljan Skjelbred,CM
Jeffrey Bruma,CB
Yohan Cabaye,CM
Filippo Falco,W
Christian Atsu,W
Adrián Marín,FB
Markus Schubert,GK
Daniele Dessena,CM
Daniel Ginczek,ST
Thiago Cionek,CB
Michael Parensen,CB
Francesco Cassata,CM
Alfredo Morales,CM
Denys Bain,CB
Sergio Floccari,ST
Stefano Denswil,CB
Davy Klaassen,CM
Yevgen Shakhov,CM
Davy Pröpper,CM
José Antonio Martínez,CB
Matty Longstaff,CM
Martin Kelly,FB
Nuri Sahin,CDM
Christian Strohdiek,CB
Iago Falque,W
Felix Klaus,W
Zan Majer,CM
Markus Suttner,FB
Andy Carroll,ST
Alessandro Semprini,FB
Karlo Letica,GK
Bernard,W
William Vainqueur,CDM
Luca Rossettini,CB
Hernâni,W
Tony Jantschke,FB
Racine Coly,CB
Marcel Tisserand,CB
Yann M'Vila,CDM
Yoann Court,W
Mathieu Dossevi,W
Juan Otero,W
Todd Cantwell,CAM
Alan Empereur,CB
Ken Reichel,FB
Nenad Tomovic,CB
Gil Dias,W
Mattia Valoti,CM
Paolo Faragò,CM
Daryl Janmaat,CB
Eddy Gnahoré,CDM
Riqui Puig,CM
Jürgen Locadia,ST
Dani Martín,GK
François Kamano,W
Bruno Martella,FB
Kastriot Dermaku,CB
Laurent Jans,FB
Andrea Favilli,ST
Álvaro Vadillo,W
Rouwen Hennings,ST
Dimitri Bisoli,CM
Andrea Cistana,CB
Conor Hourihane,CM
Cauly,CAM
Blaise Matuidi,CM
Tom Heaton,GK
Théo Valls,CM
Streli Mamba,ST
Jannik Huth,GK
Reiss Nelson,W
Dennis Srbeny,ST
Fabio Lucioni,CB
Leopold Zingerle,GK
Ernesto Torregrossa,ST
Hamza Choudhury,CDM
William,FB
Phil Bardsley,FB
Erik Thommy,CAM
Unai Bustinza,CB
Rafael,FB
Lumor Agbenyenu,FB
Birkir Bjarnason,CM
Aleksandar Kolarov,FB
Antoñito,FB
Javi Eraso,CM
James Léa Siliki,CM
Charles,ST
Ljubomir Fejsa,CDM
Panagiotis Tachtsidis,CDM
Lasse Schöne,CDM
Naldo,CB
Nicolas Isimat-Mirin,CB
Max Meyer,CAM
Peter Ankersen,FB
Douglas Costa,W
Joan Sastre,FB
Pablo de Blasis,CAM
Marco Calderoni,FB
Raúl Navas,CB
Glenn Murray,ST
Marco Stiepermann,CAM
Aurélien Chedjou,CB
Mubarak Wakaso,CM
Mateo Musacchio,CB
Anthony Ujah,ST
Agustín Rogel,CB
Lei Wu,W
Steven Skrzybski,ST
Víctor Sánchez,CM
Josip Drmic,ST
Facundo Ferreyra,ST
Adrián López,ST
Ahmed Kutucu,W
Mesut Özil,CAM
Miguel Ángel Guerrero,ST
Romain Amalfitano,CM
Borja Sainz,W
Loïc Rémy,ST
Kwadwo Asamoah,CM
Simone Missiroli,CM
Andrea Tabanelli,CM
Simon Francis,FB
Tom Trybull,CDM
Ben Zolinski,W
Daniele Baselli,CM
Andrea La Mantia,ST
Rúben Vinagre,CM
Mario Balotelli,ST
Tomáš Vaclík,GK
Dan Gosling,CM
Ramon Azeez,CM
Kenneth Omeruo,CB
Stiven Mendoza,W
Ezequiel Garay,CB
Alfredo Donnarumma,ST
Sidy Sarr,CDM
Fousseni Diabaté,W
Cristian Battocchio,CM
Molla Wagué,CB
Zouhair Feddal,CB
Andrea Poli,CM
Yaya Sanogo,ST
Nathaniel Chalobah,CDM
Hamza Mendyl,FB
Daniel Carriço,CB
Ibai Gómez,W
Michael Obafemi,ST
Timm Klose,CB
Shane Long,ST
Matías Vargas,W
Fran Gámez,FB
Joris Gnagnon,CB
Troy Deeney,ST
Wesley Moraes,ST
Adrian Mariappa,CB
Victor Sá,W
Khouma Babacar,ST
Alexander Tettey,CDM
Aaron Mooy,CM
Biagio Meccariello,CB
Casimir Ninga,ST
Amir Abrashi,CDM
Éver Banega,CM
Nicholas Opoku,CB
Mario Vrancic,CM
Víctor Campuzano,ST
Gonzalo Higuaín,ST
Ludovic Butelle,GK
Santiago Arias,FB
Andre Gray,ST
Massimiliano Mangraviti,CB
Marcel Sobottka,CDM
Stéphane Ruffier,GK
Ludovic Baal,FB
Régis Gurtner,GK
Alaixys Romao,CDM
Jean Zimmer,FB
Rachid Ghezzal,W
Antonino Barillà,CM
Jan Vertonghen,CB
Vitolo,W
Fabio Borini,W
Daniel Baier,CDM
Dídac Vilà,FB
Oliver Fink,CM
Rubén Pérez,CDM
Rabbi Matondo,W
Ryan Bennett,CB
Waldo Rubio,W
Borja Valero,CM
Neven Subotic,CB
Bakaye Dibassy,CB
Neil Taylor,FB
Fran Mérida,CM
Jose Cholevas,FB
Onel Hernández,W
Peter Etebo,CDM
Ruben Gabrielsen,CB
Federico Santander,ST
Marco D'Alessandro,W
Alberto Paloschi,ST
Lucas Castro,CAM
Andriy Yarmolenko,W
Gaëtan Belaud,FB
Cristian Dell'Orco,FB
Filip Bradaric,CDM
Blerim Dzemaili,CM
Fabio Pisacane,CB
Wes Morgan,CB
Felipe Trevizan,CB
Damián Musto,CDM
Marco Terrazzino,W
Ganso,CAM
Luis Advíncula,FB
Luiz Gustavo,CDM
Abdoulaye Ba,CB
Aron Gunnarsson,CDM
Juanfran Moreno,FB
Jonás Ramalho,CB
Yohann Pelé,GK
Mario Gómez,ST
Jan Moravek,CM
Kalidou Sidibé,CDM
Camillo Ciano,ST
Jonathan Hogg,CM
Neil Etheridge,GK
Charlie Daniels,FB
Nicola Rigoni,CDM
Michael Esser,GK
Prince Oniangué,CDM
Younn Zahary,CB
Sergio Pellissier,ST
Daniele De Rossi,CDM
David Zurutuza,CM
Denis Odoi,CB
Nacer Chadli,W
Jonathas,ST
Miguel Layún,FB
Alberto García,GK
Claudio Beauvue,ST
Junior Hoilett,W
Yevgen Konoplyanka,CAM
Ignacio Camacho,CDM
Emiliano Moretti,CB
Iván Marcano,CB
Marcello Gazzola,FB
Christopher Schindler,CB
John Bostock,CM
Petar Skuletic,ST
André Schürrle,W
Luísinho,FB
Étienne Didot,CM
Mohamed Diamé,CM
Jérémy Sorbon,CB
Hanno Behrens,CM
Younousse Sankharé,CM
Bartosz Salamon,CB
Paolo Sammarco,CM
Harry Arter,CM
Leon Balogun,CB
Pablo Piatti,W
Petr Cech,GK
Simone Padoin,CM
Matthias Ostrzolek,FB
